City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Altay,CN,2021-09-05 20-06-29,47.8667,88.1167,63.59,32,100,5.77
383,Ludvika,SE,2021-09-05 20-06-29,60.1496,15.1878,52.03,80,50,5.97
384,Nieuwpoort,BE,2021-09-05 20-06-29,51.1244,2.7735,70.21,77,20,5.75
385,Begun,IN,2021-09-05 20-06-30,24.9833,75.0,78.42,82,98,6.31
386,Phangnga,TH,2021-09-05 20-06-30,8.4509,98.5298,77.04,89,31,2.08
387,Tonila,MX,2021-09-05 20-06-30,19.4336,-103.5166,75.63,78,75,11.5
388,Tomatlan,MX,2021-09-05 20-06-30,19.9333,-105.25,87.71,63,100,6.67
389,Pangody,RU,2021-09-05 20-06-31,65.85,74.4859,53.55,71,35,7.02
390,Road Town,VG,2021-09-05 20-06-31,18.4167,-64.6167,89.69,74,40,11.5
391,Yueyang,CN,2021-09-05 20-06-31,29.3333,113.0919,73.33,95,67,9.48
392,Havelock,US,2021-09-05 20-03-18,34.8791,-76.9013,86.23,59,19,5.01
393,Asau,RO,2021-09-05 20-06-32,46.4333,26.4,51.4,82,76,3.36
394,Ossora,RU,2021-09-05 20-06-32,59.2353,163.0719,53.96,77,13,3.85
395,Novo Oriente,BR,2021-09-05 20-06-32,-5.5344,-40.7742,95.07,21,9,7.07
396,Buala,SB,2021-09-05 20-06-33,-8.145,159.5921,78.94,84,63,6.2
397,Clyde River,CA,2021-09-05 20-06-33,70.4692,-68.5914,35.55,97,100,10.58
398,Novocheboksarsk,RU,2021-09-05 20-06-33,56.111,47.4776,41.56,93,20,8.95
399,Abha,SA,2021-09-05 20-06-34,18.2164,42.5053,71.8,35,92,5.35
400,Samarai,PG,2021-09-05 20-06-34,-10.6167,150.6667,77.63,74,100,13.53
401,Pontes E Lacerda,BR,2021-09-05 20-06-34,-15.2261,-59.3353,98.47,20,80,7.0
402,Kaili,ID,2021-09-05 20-06-35,-3.4626,120.2147,64.18,98,100,3.67
403,Korla,CN,2021-09-05 20-06-35,41.7597,86.1469,73.49,30,0,4.25
404,Kang,BW,2021-09-05 20-06-35,-23.6752,22.7876,75.61,19,88,10.89
405,Ocala,US,2021-09-05 20-02-26,29.1872,-82.1401,91.33,65,40,3.0
406,Yerofey Pavlovich,RU,2021-09-05 20-06-36,53.9667,121.9667,57.49,100,100,3.33
407,Atar,MR,2021-09-05 20-06-36,20.5169,-13.0499,102.04,20,95,9.98
408,Hongjiang,CN,2021-09-05 20-06-36,27.11,109.9956,76.32,88,82,1.43
409,Sao Jose Da Coroa Grande,BR,2021-09-05 20-06-37,-8.8978,-35.1478,76.64,76,19,7.54
410,Rafraf,TN,2021-09-05 20-06-37,37.1904,10.1837,77.31,76,2,6.93
411,Killam,CA,2021-09-05 20-06-37,52.7834,-111.8518,75.49,31,100,10.85
412,Karpathos,GR,2021-09-05 20-06-37,35.507,27.2132,74.48,71,0,18.95
413,Ofaqim,IL,2021-09-05 20-06-38,31.3141,34.6203,79.74,63,0,6.53
414,Raniganj,IN,2021-09-05 20-06-38,23.6167,87.1333,82.8,79,100,4.9
415,Gat,IL,2021-09-05 20-03-05,31.61,34.7642,79.81,65,0,5.17
416,Pervomayskoye,RU,2021-09-05 20-06-38,43.919,46.7102,66.4,75,100,8.43
417,Byron Bay,AU,2021-09-05 20-02-06,-28.65,153.6167,51.87,71,32,11.34
418,Kyra,RU,2021-09-05 20-06-39,49.5776,111.9753,33.8,84,11,3.15
419,Marawi,PH,2021-09-05 20-06-39,7.9986,124.2928,65.64,92,100,2.8
420,Hailey,US,2021-09-05 20-06-40,43.5196,-114.3153,81.9,19,1,11.5
421,Samarkand,UZ,2021-09-05 20-06-40,39.6542,66.9597,76.42,29,0,9.22
422,Fairbanks,US,2021-09-05 20-06-40,64.8378,-147.7164,53.94,93,90,0.0
423,Lake City,US,2021-09-05 20-05-23,30.1897,-82.6393,90.79,48,40,0.0
424,Port Hawkesbury,CA,2021-09-05 20-06-41,45.6169,-61.3485,61.59,80,100,4.0
425,Tubigan,PH,2021-09-05 20-06-41,8.5322,124.3122,73.89,79,100,4.59
426,Ostend,BE,2021-09-05 20-04-38,51.2234,2.9119,68.9,78,0,8.05
427,Maniitsoq,GL,2021-09-05 20-06-41,65.4167,-52.9,43.66,71,1,8.43
428,Nicolas Bravo,MX,2021-09-05 20-06-41,18.45,-88.9167,85.77,64,100,6.89
429,Camacha,PT,2021-09-05 20-06-42,33.0833,-16.3333,74.62,73,20,14.97
430,Belousovka,KZ,2021-09-05 20-06-42,50.1339,82.5239,61.65,42,75,4.09
431,Port Macquarie,AU,2021-09-05 20-03-51,-31.4333,152.9167,47.61,70,0,6.78
432,Evensk,RU,2021-09-05 20-06-42,61.95,159.2333,38.88,72,100,13.4
433,Yeppoon,AU,2021-09-05 20-06-43,-23.1333,150.7333,62.38,50,87,10.27
434,Luchegorsk,RU,2021-09-05 20-06-43,46.4764,134.2569,54.37,84,15,0.85
435,Khorixas,NA,2021-09-05 20-06-43,-20.3667,14.9667,64.35,30,36,5.97
436,Gaoual,GN,2021-09-05 20-06-44,11.75,-13.2,77.54,88,9,4.7
437,Qinzhou,CN,2021-09-05 20-06-44,21.95,108.6167,79.03,87,34,2.08
438,Kendari,ID,2021-09-05 20-06-44,-3.945,122.4989,74.19,92,100,2.89
439,Marienburg,PL,2021-09-05 20-06-45,54.0359,19.0266,52.88,68,100,6.76
440,Chaihe,CN,2021-09-05 20-06-45,44.7667,129.7,51.49,80,0,1.21
441,Santa Maria,BR,2021-09-05 20-06-45,-29.6842,-53.8069,66.87,74,66,4.9
442,Levelland,US,2021-09-05 20-06-46,33.5873,-102.378,81.45,67,100,10.45
443,Eyl,SO,2021-09-05 20-06-46,7.9803,49.8164,77.29,79,50,24.74
444,Iracoubo,GF,2021-09-05 20-06-46,5.4802,-53.2011,83.14,75,98,12.44
445,Karagay,RU,2021-09-05 20-06-47,58.2667,54.9368,41.16,95,100,7.36
446,Quiruvilca,PE,2021-09-05 20-06-47,-7.9667,-78.2,51.73,42,99,12.21
447,Srednekolymsk,RU,2021-09-05 20-06-47,67.45,153.6833,33.89,82,100,14.7
448,Dunedin,NZ,2021-09-05 20-06-47,-45.8742,170.5036,50.81,58,100,5.86
449,Yichang,CN,2021-09-05 20-06-48,30.7144,111.2847,76.1,83,100,0.49
450,Chimoio,MZ,2021-09-05 20-06-48,-19.1164,33.4833,65.68,81,0,4.41
451,Dekar,BW,2021-09-05 20-06-48,-21.5333,21.9333,77.23,22,52,7.47
452,Inta,RU,2021-09-05 20-06-49,66.0317,60.1659,41.9,88,100,23.76
453,Sola,VU,2021-09-05 20-06-49,-13.8833,167.55,77.77,80,44,13.04
454,Amarante Do Maranhao,BR,2021-09-05 20-06-49,-5.5667,-46.7422,94.08,32,60,3.11
455,Corinto,GR,2021-09-05 20-06-49,37.9407,22.9573,77.41,56,33,5.37
456,Rodeo,US,2021-09-05 20-06-50,38.033,-122.2669,97.95,53,1,1.99
457,Brae,GB,2021-09-05 20-06-50,60.3964,-1.353,55.31,92,100,12.82
458,Harper,LR,2021-09-05 20-06-50,4.375,-7.7169,76.82,81,100,9.66
459,Grand Gaube,MU,2021-09-05 20-06-50,-20.0064,57.6608,71.38,69,86,8.01
460,Xinqing,CN,2021-09-05 20-06-51,48.2333,129.5,53.06,82,0,1.63
461,Illapel,CL,2021-09-05 20-06-11,-31.6308,-71.1653,65.39,45,44,8.68
462,Saint George,US,2021-09-05 20-06-51,37.1041,-113.5841,100.38,19,1,1.99
463,Arlit,NE,2021-09-05 20-06-51,18.7369,7.3853,99.79,12,5,7.61
464,Erenhot,CN,2021-09-05 20-06-52,43.6475,111.9767,53.58,48,74,4.12
465,Jalu,LY,2021-09-05 20-06-52,29.0331,21.5482,88.21,33,0,5.91
466,Sabang,ID,2021-09-05 20-06-52,5.8933,95.3214,80.91,73,100,2.08
467,Mattawa,US,2021-09-05 20-06-52,46.7379,-119.9028,88.45,25,9,5.95
468,Hovd,MN,2021-09-05 20-06-53,48.0056,91.6419,57.72,48,2,1.99
469,Saint Stephen,GB,2021-09-05 20-03-26,50.3333,-4.9,65.75,100,75,5.75
470,Caluquembe,AO,2021-09-05 20-06-53,-13.7833,14.6833,65.5,42,4,5.95
471,Lingao,CN,2021-09-05 20-06-53,19.9103,109.6859,78.73,86,94,7.81
472,Taoudenni,ML,2021-09-05 20-06-54,22.6783,-3.9836,103.6,9,2,8.08
473,Mumford,GH,2021-09-05 20-06-54,5.2618,-0.759,75.36,90,12,10.31
474,Richards Bay,ZA,2021-09-05 20-06-54,-28.783,32.0377,70.63,84,85,18.34
475,Lerwick,GB,2021-09-05 20-06-54,60.1545,-1.1494,55.4,93,100,14.25
476,Bodden Town,KY,2021-09-05 20-06-55,19.2833,-81.25,88.93,70,20,3.44
477,Agadir,MA,2021-09-05 20-06-17,30.4202,-9.5982,72.05,67,46,0.56
478,Tigil,RU,2021-09-05 20-06-55,57.8,158.6667,52.45,83,100,13.94
479,Esmeraldas,BR,2021-09-05 20-06-55,-19.7625,-44.3139,90.46,22,1,5.57
480,Nalut,LY,2021-09-05 20-06-56,30.3333,10.85,91.0,29,0,14.41
481,Khanpur,PK,2021-09-05 20-06-56,28.6453,70.6567,94.21,37,6,5.55
482,Lashio,MM,2021-09-05 20-06-56,22.9333,97.75,67.66,100,100,0.87
483,Ginir,ET,2021-09-05 20-06-57,7.1333,40.7,63.32,65,77,9.44
484,Nioro,GM,2021-09-05 20-06-57,13.35,-15.75,78.91,85,15,5.93
485,Bubaque,GW,2021-09-05 20-06-57,11.2833,-15.8333,80.26,82,16,14.7
486,Mujiayingzi,CN,2021-09-05 20-06-58,42.1167,118.7833,61.02,95,100,0.89
487,Camanducaia,BR,2021-09-05 20-06-58,-22.7553,-46.1447,77.85,25,79,9.06
488,Snizhne,UA,2021-09-05 20-06-58,48.0261,38.7723,50.22,48,7,8.01
489,Lata,PT,2021-09-05 20-06-58,40.1629,-8.3327,77.04,72,89,4.16
490,Khao Wong,TH,2021-09-05 20-06-59,16.7001,104.0902,73.42,95,98,1.21
491,Tobermory,CA,2021-09-05 20-06-59,45.2501,-81.6665,71.31,68,0,13.89
492,Marzuq,YE,2021-09-05 20-06-59,14.4,46.4667,82.06,49,68,4.94
493,Waitati,NZ,2021-09-05 20-07-00,-45.75,170.5667,50.81,58,95,8.99
494,Andros Town,BS,2021-09-05 20-07-00,24.7,-77.7667,87.76,65,18,7.56
495,Calabozo,VE,2021-09-05 20-07-00,8.9242,-67.4293,80.83,85,100,4.83
496,Pacifica,US,2021-09-05 20-07-00,37.6138,-122.4869,97.56,68,20,3.0
497,Kazanskaya,RU,2021-09-05 20-07-01,45.4106,40.4361,59.16,56,17,9.57
498,Cubuk,TR,2021-09-05 20-07-01,40.2386,33.0322,65.95,48,40,13.8
499,Puerto Lempira,HN,2021-09-05 20-07-02,15.2667,-83.7667,86.14,74,75,9.22
500,Sandakan,MY,2021-09-05 20-07-02,5.8402,118.1179,75.7,92,89,3.78
501,Umm Kaddadah,SD,2021-09-05 20-07-02,13.6017,26.6876,82.99,52,98,7.76
502,Dubbo,AU,2021-09-05 20-07-02,-32.25,148.6167,37.53,93,0,5.75
503,Virginia Beach,US,2021-09-05 20-06-00,36.8529,-75.978,88.02,52,40,12.66
504,Fort Dodge,US,2021-09-05 20-05-33,42.4975,-94.168,84.42,39,1,9.22
505,Lemon Tree Passage,AU,2021-09-05 20-07-03,-32.7327,152.036,48.94,75,0,1.01
506,Auki,SB,2021-09-05 20-07-03,-8.7676,160.7034,76.75,88,45,4.61
507,Paramonga,PE,2021-09-05 20-07-04,-10.6667,-77.8333,66.04,74,48,9.82
508,Manicore,BR,2021-09-05 20-07-04,-5.8092,-61.3003,89.31,51,90,6.4
509,Dakar,SN,2021-09-05 20-07-04,14.6937,-17.4441,83.28,84,69,9.69
510,San Andres,CO,2021-09-05 20-07-05,12.5847,-81.7006,82.56,80,77,12.59
511,Lakhnadon,IN,2021-09-05 20-07-05,22.6,79.6,74.95,85,71,1.99
512,Longwy,FR,2021-09-05 20-07-05,49.5194,5.7688,65.61,79,5,3.91
513,Baghmara,IN,2021-09-05 20-07-05,23.795,86.2085,83.59,71,100,3.94
514,Port Lincoln,AU,2021-09-05 20-07-06,-34.7333,135.8667,52.12,86,25,4.81
515,Green River,US,2021-09-05 20-07-00,41.5286,-109.4662,81.0,24,1,5.99
516,Kavaratti,IN,2021-09-05 20-07-06,10.5669,72.642,81.43,78,100,16.42
517,Axim,GH,2021-09-05 20-07-07,4.8699,-2.2405,75.45,92,53,8.55
518,Kharp,RU,2021-09-05 20-07-07,66.8014,65.8081,42.33,82,16,10.11
519,Srisailam,IN,2021-09-05 20-07-07,16.0833,78.8667,73.15,93,100,9.04
520,Vila Velha,BR,2021-09-05 20-07-08,-20.3297,-40.2925,80.55,74,0,13.8
521,Batemans Bay,AU,2021-09-05 20-07-08,-35.7167,150.1833,51.91,73,42,10.98
522,Saint-Francois,FR,2021-09-05 20-07-08,46.4154,3.9054,69.24,75,0,1.14
523,High Prairie,CA,2021-09-05 20-07-09,55.4334,-116.4858,70.02,39,0,20.04
524,Praia,CV,2021-09-05 20-07-09,14.9215,-23.5087,81.14,83,40,12.66
525,Whyalla,AU,2021-09-05 20-07-09,-33.0333,137.5833,49.42,84,38,3.91
526,Linqu,CN,2021-09-05 20-07-09,36.5156,118.5397,67.32,99,100,5.12
527,Vagur,FO,2021-09-05 20-06-13,61.4732,-6.8119,54.93,92,76,22.68
528,Seymchan,RU,2021-09-05 20-07-10,62.8833,152.4333,31.87,63,4,3.94
529,Zhangjiakou,CN,2021-09-05 20-07-10,40.81,114.8794,53.89,88,100,6.2
530,Bam,IR,2021-09-05 20-07-10,29.106,58.357,85.87,11,0,8.23
531,Sitka,US,2021-09-05 20-07-11,57.0531,-135.33,57.09,88,90,8.05
532,Gewane,ET,2021-09-05 20-07-11,10.1664,40.6453,86.02,44,60,8.39
533,Churapcha,RU,2021-09-05 20-07-11,62.0025,132.4325,37.0,89,9,3.29
534,Abnub,EG,2021-09-05 20-07-12,27.2696,31.1511,85.24,27,0,12.46
535,Vila Do Maio,CV,2021-09-05 20-07-12,15.1333,-23.2167,81.39,85,35,8.9
536,Armidale,AU,2021-09-05 20-07-12,-30.5167,151.65,34.81,97,2,4.43
537,Doctor Arroyo,MX,2021-09-05 20-07-13,23.6667,-100.1833,79.59,31,91,0.96
538,Owatonna,US,2021-09-05 20-07-13,44.0839,-93.226,80.83,43,1,3.0
539,Itarema,BR,2021-09-05 20-07-13,-2.9248,-39.9167,81.37,70,12,17.02
540,Najran,SA,2021-09-05 20-07-14,17.4924,44.1277,80.82,19,40,3.65
541,Carutapera,BR,2021-09-05 20-07-14,-1.195,-46.02,82.96,70,42,9.93
542,Umarga,IN,2021-09-05 20-07-14,17.8333,76.6167,71.58,95,100,11.74
543,Coihaique,CL,2021-09-05 20-07-15,-45.5752,-72.0662,52.41,66,75,9.22
544,Iraucuba,BR,2021-09-05 20-07-15,-3.7461,-39.7833,92.73,31,19,9.44
545,Sayat,TM,2021-09-05 20-07-15,38.7839,63.8803,80.47,20,0,15.23
546,Marystown,CA,2021-09-05 20-07-16,47.1666,-55.1483,57.09,69,70,14.09
547,Asilah,MA,2021-09-05 20-07-16,35.465,-6.0348,82.36,68,100,13.27
548,Kawalu,ID,2021-09-05 20-07-16,-7.3817,108.2082,71.13,95,97,1.66
549,Keetmanshoop,NA,2021-09-05 20-07-16,-26.5833,18.1333,56.07,21,99,10.65
550,Galle,LK,2021-09-05 20-07-17,6.0367,80.217,78.75,87,100,16.49
551,Dhankuta,NP,2021-09-05 20-07-17,26.9833,87.3333,68.5,91,99,3.91
552,Sorland,NO,2021-09-05 20-07-17,67.667,12.6934,51.87,87,100,12.46
553,Khani,GE,2021-09-05 20-07-18,41.9563,42.9566,60.37,95,100,0.4
554,Dubna,RU,2021-09-05 20-07-18,56.7333,37.1667,38.26,95,89,5.68
555,Jilove U Prahy,CZ,2021-09-05 20-07-18,49.8955,14.4933,62.58,81,4,4.79
556,Salalah,OM,2021-09-05 20-07-19,17.0151,54.0924,78.89,94,90,4.61
557,Kontagora,NG,2021-09-05 20-07-19,10.3999,5.4695,74.55,88,55,2.42
558,Shetpe,KZ,2021-09-05 20-07-19,44.1667,52.1167,72.55,27,100,11.36
559,Iskateley,RU,2021-09-05 20-07-20,67.6803,53.1512,41.85,89,100,14.2
560,Gobabis,NA,2021-09-05 20-07-20,-22.45,18.9667,65.07,17,12,10.38
561,Ostersund,SE,2021-09-05 20-07-20,63.1792,14.6357,45.05,81,0,6.91
562,Dongli,CN,2021-09-05 20-07-20,23.5656,116.8194,80.51,78,63,2.75
563,Methoni,GR,2021-09-05 20-07-21,36.8197,21.7049,71.22,80,4,4.34
564,Alpena,US,2021-09-05 20-07-21,45.0617,-83.4327,75.52,49,20,8.01
565,Aras,ES,2021-09-05 20-07-21,42.5617,-2.356,77.05,71,0,0.0
566,Narathiwat,TH,2021-09-05 20-07-22,6.3333,101.75,74.88,90,68,3.18
567,Monywa,MM,2021-09-05 20-07-22,22.1167,95.1333,78.78,82,100,7.99
568,Chapais,CA,2021-09-05 20-02-45,49.7834,-74.8492,56.98,97,100,7.23
569,Falmouth,GB,2021-09-05 20-07-22,50.1544,-5.0711,64.85,100,38,1.99
570,Deneysville,ZA,2021-09-05 20-07-23,-26.8908,28.0971,62.31,51,87,3.62
571,Veseloyarsk,RU,2021-09-05 20-07-23,51.2836,81.1056,64.38,29,0,7.11
572,Shakawe,BW,2021-09-05 20-07-23,-18.3667,21.85,72.63,24,7,6.31
573,Havoysund,NO,2021-09-05 20-07-24,70.9963,24.6622,47.28,98,100,14.23
